Price,Adj Close,Close,High,Low,Open,Volume
2019-01-09,36.607810974121094,38.32749938964844,38.63249969482422,37.407501220703125,37.8224983215332,180396400
2019-01-10,36.72480392456055,38.45000076293945,38.49250030517578,37.71500015258789,38.125,143122800
2019-01-11,36.3642578125,38.0724983215332,38.42499923706055,37.877498626708984,38.220001220703125,108092800
2019-01-14,35.81743621826172,37.5,37.817501068115234,37.30500030517578,37.712501525878906,129756800
2019-01-15,36.550506591796875,38.26750183105469,38.34749984741211,37.51250076293945,37.567501068115234,114843600
2019-01-16,36.99702835083008,38.73500061035156,38.970001220703125,38.25,38.27000045776367,122278800
2019-01-17,37.21670150756836,38.96500015258789,39.415000915527344,38.314998626708984,38.54999923706055,119284800
2019-01-18,37.44594192504883,39.20500183105469,39.470001220703125,38.994998931884766,39.375,135004000
2019-01-22,36.60542297363281,38.32500076293945,39.182498931884766,38.154998779296875,39.102500915527344,121576000
2019-01-23,36.75346755981445,38.47999954223633,38.78499984741211,37.92499923706055,38.537498474121094,92522400
2019-01-24,36.462154388427734,38.17499923706055,38.619998931884766,37.935001373291016,38.52750015258789,101766000
2019-01-25,37.67039108276367,39.439998626708984,39.532501220703125,38.58000183105469,38.869998931884766,134142000
2019-01-28,37.32176208496094,39.07500076293945,39.08250045776367,38.415000915527344,38.9474983215332,104768400
2019-01-29,36.93494415283203,38.66999816894531,39.532501220703125,38.52750015258789,39.0625,166348800
2019-01-30,39.45888137817383,41.3125,41.537498474121094,40.057498931884766,40.8125,244439200
2019-01-31,39.74302673339844,41.61000061035156,42.25,41.13999938964844,41.52750015258789,162958400
2019-02-01,39.762123107910156,41.630001068115234,42.244998931884766,41.48249816894531,41.7400016784668,130672400
2019-02-04,40.891571044921875,42.8125,42.915000915527344,41.81999969482422,41.852500915527344,125982000
2019-02-05,41.59120559692383,43.54499816894531,43.77000045776367,43.087501525878906,43.21500015258789,144406400
2019-02-06,41.60552978515625,43.560001373291016,43.89250183105469,43.212501525878906,43.662498474121094,112958400
2019-02-07,40.817562103271484,42.73500061035156,43.48500061035156,42.584999084472656,43.099998474121094,126966800
2019-02-08,40.86552047729492,42.602500915527344,42.665000915527344,42.10499954223633,42.247501373291016,95280000
2019-02-11,40.630496978759766,42.35749816894531,42.8025016784668,42.3125,42.76250076293945,83973600
2019-02-12,40.98061752319336,42.72249984741211,42.75,42.42499923706055,42.525001525878906,89134000
2019-02-13,40.810359954833984,42.54499816894531,43.119998931884766,42.47999954223633,42.84749984741211,89960800
2019-02-14,40.95903396606445,42.70000076293945,42.814998626708984,42.345001220703125,42.4275016784668,87342800
2019-02-15,40.867919921875,42.60499954223633,42.92499923706055,42.4375,42.8125,98507200
2019-02-19,40.99021530151367,42.73249816894531,42.86000061035156,42.372501373291016,42.4275016784668,75891200
2019-02-20,41.253997802734375,43.00749969482422,43.33000183105469,42.747501373291016,42.79750061035156,104457600
2019-02-21,41.02138900756836,42.76499938964844,43.092498779296875,42.57500076293945,42.95000076293945,68998800
2019-02-22,41.47941589355469,43.24250030517578,43.25,42.845001220703125,42.89500045776367,75652800
2019-02-25,41.78157424926758,43.557498931884766,43.967498779296875,43.48749923706055,43.540000915527344,87493600
2019-02-26,41.8055534362793,43.58250045776367,43.82500076293945,43.29249954223633,43.4275016784668,68280800
2019-02-27,41.9350471496582,43.717498779296875,43.75,43.182498931884766,43.3025016784668,111341600
2019-02-28,41.5225944519043,43.287498474121094,43.727500915527344,43.22999954223633,43.58000183105469,112861600
2019-03-01,41.95903778076172,43.74250030517578,43.787498474121094,43.22249984741211,43.56999969482422,103544800
2019-03-04,42.17007064819336,43.962501525878906,44.4375,43.49250030517578,43.92250061035156,109744800
2019-03-05,42.09332275390625,43.88249969482422,44.0,43.6349983215332,43.98500061035156,78949600
2019-03-06,41.85112762451172,43.630001068115234,43.872501373291016,43.48500061035156,43.66749954223633,83241600
2019-03-07,41.366703033447266,43.125,43.61000061035156,43.005001068115234,43.467498779296875,99185600
2019-03-08,41.46504211425781,43.227500915527344,43.26750183105469,42.375,42.58000183105469,95997600
2019-03-11,42.90147018432617,44.724998474121094,44.779998779296875,43.837501525878906,43.872501373291016,128044000
2019-03-12,43.383487701416016,45.227500915527344,45.66749954223633,44.842498779296875,45.0,129870400
2019-03-13,43.57533264160156,45.4275016784668,45.82500076293945,45.22999954223633,45.5625,124130000
2019-03-14,44.05974197387695,45.932498931884766,46.025001525878906,45.63999938964844,45.974998474121094,94318000
2019-03-15,44.63288116455078,46.529998779296875,46.83250045776367,45.935001373291016,46.212501525878906,156171600
2019-03-18,45.088504791259766,47.005001068115234,47.09749984741211,46.4474983215332,46.45000076293945,104879200
2019-03-19,44.731201171875,46.63249969482422,47.247501373291016,46.47999954223633,47.087501525878906,126585600
2019-03-20,45.12209701538086,47.040000915527344,47.372501373291016,46.182498931884766,46.557498931884766,124140800
2019-03-21,46.78395462036133,48.772499084472656,49.08250045776367,47.45249938964844,47.505001068115234,204136800
2019-03-22,45.815128326416016,47.76250076293945,49.42250061035156,47.69499969482422,48.834999084472656,169630800
2019-03-25,45.261165618896484,47.185001373291016,47.994998931884766,46.650001525878906,47.877498626708984,175381200
2019-03-26,44.793548583984375,46.6974983215332,48.220001220703125,46.14500045776367,47.915000915527344,199202000
2019-03-27,45.19643020629883,47.11750030517578,47.439998626708984,46.63750076293945,47.1875,119393600
2019-03-28,45.256378173828125,47.18000030517578,47.38999938964844,46.88249969482422,47.23749923706055,83121600
2019-03-29,45.551334381103516,47.48749923706055,47.52000045776367,47.1349983215332,47.45750045776367,94256000
2019-04-01,45.860687255859375,47.810001373291016,47.91999816894531,47.095001220703125,47.90999984741211,111448000
2019-04-02,46.52735137939453,48.505001068115234,48.6150016784668,47.76250076293945,47.772499084472656,91062800
2019-04-03,46.84630584716797,48.837501525878906,49.125,48.287498474121094,48.3125,93087200
2019-04-04,46.927833557128906,48.92250061035156,49.092498779296875,48.28499984741211,48.6974983215332,76457200
2019-04-05,47.241973876953125,49.25,49.275001525878906,48.98249816894531,49.11249923706055,74106400
2019-04-08,47.98537826538086,50.025001525878906,50.057498931884766,49.084999084472656,49.10499954223633,103526800
2019-04-09,47.841495513916016,49.875,50.712501525878906,49.807498931884766,50.08000183105469,143072800
2019-04-10,48.110084533691406,50.154998779296875,50.185001373291016,49.54499816894531,49.66999816894531,86781200
2019-04-11,47.70960235595703,49.73749923706055,50.25,49.61000061035156,50.212501525878906,83603200
2019-04-12,47.6904182434082,49.717498779296875,50.03499984741211,49.0525016784668,49.79999923706055,111042800
2019-04-15,47.77674865722656,49.807498931884766,49.962501525878906,49.502498626708984,49.64500045776367,70146400
2019-04-16,47.78155517578125,49.8125,50.342498779296875,49.63999938964844,49.8650016784668,102785600
2019-04-17,48.71199035644531,50.782501220703125,50.845001220703125,49.65250015258789,49.8849983215332,115627200
2019-04-18,48.887054443359375,50.96500015258789,51.037498474121094,50.630001068115234,50.779998779296875,96783200
2019-04-22,49.047725677490234,51.13249969482422,51.23500061035156,50.584999084472656,50.70750045776367,77758000
2019-04-23,49.755157470703125,51.869998931884766,51.9375,50.974998474121094,51.10749816894531,93292000
2019-04-24,49.67843246459961,51.790000915527344,52.119998931884766,51.76250076293945,51.84000015258789,70162400
2019-04-25,49.22758483886719,51.31999969482422,51.939998626708984,51.279998779296875,51.70750045776367,74172800
2019-04-26,48.99257278442383,51.07500076293945,51.25,50.529998779296875,51.224998474121094,74596400
2019-04-29,49.06691360473633,51.15250015258789,51.49250030517578,50.96500015258789,51.099998474121094,88818800
2019-04-30,48.122074127197266,50.16749954223633,50.849998474121094,49.77750015258789,50.76499938964844,186139600
2019-05-01,50.48418045043945,52.630001068115234,53.82749938964844,52.307498931884766,52.470001220703125,259309200
2019-05-02,50.15563201904297,52.287498474121094,53.162498474121094,52.032501220703125,52.459999084472656,127985200
2019-05-03,50.779136657714844,52.9375,52.959999084472656,52.557498931884766,52.72249984741211,83569600
2019-05-06,49.994956970214844,52.119998931884766,52.209999084472656,50.875,51.0724983215332,129772400
2019-05-07,48.64725112915039,50.71500015258789,51.85499954223633,50.20750045776367,51.470001220703125,155054800
2019-05-08,48.656837463378906,50.724998474121094,51.334999084472656,50.4375,50.474998474121094,105358000
2019-05-09,48.13405990600586,50.18000030517578,50.41999816894531,49.165000915527344,50.099998474121094,139634400
2019-05-10,47.46723556518555,49.29499816894531,49.712501525878906,48.192501068115234,49.35499954223633,164834800
2019-05-13,44.708457946777344,46.43000030517578,47.369998931884766,45.712501525878906,46.9275016784668,229722400
2019-05-14,45.41621780395508,47.165000915527344,47.42499923706055,46.352500915527344,46.602500915527344,146118800
2019-05-15,45.96026611328125,47.72999954223633,47.9375,46.505001068115234,46.567501068115234,106178800
2019-05-16,45.758056640625,47.52000045776367,48.11750030517578,47.209999084472656,47.477500915527344,132125600
2019-05-17,45.49806594848633,47.25,47.724998474121094,46.689998626708984,46.73249816894531,131516400
2019-05-20,44.075355529785156,45.772499084472656,46.087501525878906,45.06999969482422,45.880001068115234,154449200
2019-05-21,44.920310974121094,46.650001525878906,47.0,46.17499923706055,46.30500030517578,113459200
2019-05-22,44.00072479248047,45.69499969482422,46.4275016784668,45.63750076293945,46.165000915527344,118994400
2019-05-23,43.249637603759766,44.915000915527344,45.1349983215332,44.45249938964844,44.95000076293945,146118800
2019-05-24,43.083553314208984,44.74250030517578,45.53499984741211,44.654998779296875,45.04999923706055,94858800
2019-05-28,42.9053955078125,44.557498931884766,45.147499084472656,44.477500915527344,44.72999954223633,111792800
2019-05-29,42.70077896118164,44.345001220703125,44.837501525878906,44.0,44.10499954223633,113924800
2019-05-30,42.9222412109375,44.57500076293945,44.807498931884766,44.16749954223633,44.48749923706055,84873600
2019-05-31,42.14469909667969,43.76750183105469,44.497501373291016,43.747501373291016,44.057498931884766,108174400
2019-06-03,41.718597412109375,43.32500076293945,44.47999954223633,42.567501068115234,43.900001525878906,161584400
2019-06-04,43.24482345581055,44.90999984741211,44.95750045776367,43.630001068115234,43.86000061035156,123872000
2019-06-05,43.942935943603516,45.6349983215332,46.247501373291016,45.28499984741211,46.06999969482422,119093600
2019-06-06,44.588104248046875,46.30500030517578,46.36750030517578,45.537498474121094,45.77000045776367,90105200
2019-06-07,45.774906158447266,47.537498474121094,47.97999954223633,46.442501068115234,46.627498626708984,122737600
2019-06-10,46.3598747253418,48.14500045776367,48.842498779296875,47.904998779296875,47.95249938964844,104883600
2019-06-11,46.896705627441406,48.70249938964844,49.0,48.400001525878906,48.71500015258789,107731600
2019-06-12,46.74745178222656,48.54750061035156,48.99250030517578,48.34749984741211,48.48749923706055,73012800
2019-06-13,46.737831115722656,48.537498474121094,49.1974983215332,48.400001525878906,48.67499923706055,86698400
2019-06-14,46.39839172363281,48.185001373291016,48.397499084472656,47.57500076293945,47.88750076293945,75046000
2019-06-17,46.67523956298828,48.47249984741211,48.7400016784668,48.04249954223633,48.224998474121094,58676400
2019-06-18,47.77296447753906,49.61249923706055,50.0724983215332,48.8025016784668,49.01250076293945,106204000
2019-06-19,47.63334274291992,49.467498779296875,49.970001220703125,49.32749938964844,49.91999816894531,84496800
2019-06-20,48.0161018371582,49.8650016784668,50.15250015258789,49.50749969482422,50.092498779296875,86056000
2019-06-21,47.85240936279297,49.69499969482422,50.212501525878906,49.537498474121094,49.70000076293945,191202400
2019-06-24,47.804264068603516,49.64500045776367,50.040000915527344,49.54249954223633,49.6349983215332,72881600
2019-06-25,47.07966613769531,48.89250183105469,49.814998626708984,48.8224983215332,49.60749816894531,84281200
2019-06-26,48.09795379638672,49.95000076293945,50.247501373291016,49.337501525878906,49.442501068115234,104270000
2019-06-27,48.08351516723633,49.935001373291016,50.39250183105469,49.89250183105469,50.0724983215332,83598800
2019-06-28,47.64537811279297,49.47999954223633,49.875,49.26250076293945,49.66999816894531,124442400
2019-07-01,48.519229888916016,50.38750076293945,51.122501373291016,50.162498474121094,50.79249954223633,109012000
2019-07-02,48.803287506103516,50.682498931884766,50.782501220703125,50.34000015258789,50.352500915527344,67740800
2019-07-03,49.20771789550781,51.102500915527344,51.11000061035156,50.67250061035156,50.81999969482422,45448000
2019-07-05,49.164398193359375,51.057498931884766,51.27000045776367,50.724998474121094,50.837501525878906,69062000
2019-07-08,48.15092086791992,50.005001068115234,50.349998474121094,49.602500915527344,50.20249938964844,101354400
2019-07-09,48.444602966308594,50.310001373291016,50.377498626708984,49.70249938964844,49.79999923706055,82312000
2019-07-10,48.92366409301758,50.807498931884766,50.932498931884766,50.38999938964844,50.462501525878906,71588400
2019-07-11,48.56737518310547,50.4375,51.09749984741211,50.4275016784668,50.82749938964844,80767200
2019-07-12,48.94050979614258,50.82500076293945,51.0,50.54999923706055,50.61249923706055,70380800
2019-07-15,49.40029525756836,51.3025016784668,51.467498779296875,51.0,51.022499084472656,67789600
2019-07-16,49.22939682006836,51.125,51.52750015258789,50.875,51.147499084472656,67467200
2019-07-17,48.952552795410156,50.837501525878906,51.272499084472656,50.817501068115234,51.01250076293945,56430000
2019-07-18,49.50864028930664,51.415000915527344,51.470001220703125,50.92499923706055,51.0,74162400
2019-07-19,48.769588470458984,50.647499084472656,51.625,50.59000015258789,51.4474983215332,83717200
2019-07-22,49.88418197631836,51.80500030517578,51.807498931884766,50.90250015258789,50.912498474121094,89111600
2019-07-23,50.27416229248047,52.209999084472656,52.227500915527344,51.8224983215332,52.1150016784668,73420800
